"","id","genero","educ","catlab","salario","salini","tiempemp","expprev","estudios","edad"
"247",247,2,12,1,19650,10950,81,11,2,22
"248",248,2,12,1,22050,10950,81,9,2,21
"249",249,2,12,1,25500,12000,81,11,2,21
"250",250,2,15,1,28200,12750,81,19,3,23
"251",251,2,12,1,23100,11250,81,13,2,21
"252",252,1,12,1,25500,11400,81,9,2,20
"253",253,2,8,1,17100,10200,81,0,1,48
"254",254,1,18,3,68125,32490,80,29,4,26
"255",255,1,12,2,30600,15750,80,460,2,58
"256",256,1,19,3,52125,27480,80,221,4,42
"257",257,1,19,3,61875,36750,80,199,4,38
"258",258,1,8,1,21300,11550,80,24,1,21
"259",259,2,12,1,19650,11250,80,5,2,21
"260",260,2,12,1,22350,11250,80,5,2,21
"261",261,2,12,1,23400,11250,80,18,2,21
"262",262,2,12,1,24300,10950,80,8,2,22
"263",263,2,12,1,28500,11250,80,4,2,21
"264",264,2,12,1,19950,11250,80,8,2,21
"265",265,2,12,1,23400,11250,80,0,2,20
"266",266,2,16,1,34500,17250,80,3,3,26
"267",267,2,12,1,18150,10950,80,0,2,21
"268",268,1,12,1,22350,15000,80,272,2,54
"269",269,1,15,1,40200,17250,79,38,3,24
"270",270,1,15,1,28650,18000,79,261,3,42
"271",271,1,15,1,27750,16500,79,55,3,27
"272",272,1,18,1,66875,31980,79,30,4,26
"273",273,1,12,2,30000,15750,79,308,2,50
"274",274,1,16,3,83750,21750,79,12,3,26
"275",275,1,12,1,33900,16500,79,94,2,27
"276",276,1,16,3,56500,21000,79,12,3,25
"277",277,2,16,3,43000,17490,79,20,3,25
"278",278,2,8,1,20850,12000,79,70,1,47
"279",279,2,12,1,24450,12000,79,8,2,21
"280",280,2,12,1,24750,10950,79,5,2,20
"281",281,1,8,2,34500,15750,79,246,1,45
"282",282,1,14,1,27900,15000,79,47,3,26
"283",283,1,19,3,68125,32010,78,35,4,27
"284",284,1,19,3,73500,33000,78,45,4,28
"285",285,1,8,2,30750,15750,78,429,1,60
"286",286,1,15,3,40050,25500,78,133,3,32
"287",287,1,16,1,40350,19500,78,20,3,25
"288",288,1,15,3,38700,23730,78,176,3,35
"289",289,1,17,3,65000,30750,78,26,4,25
"290",290,1,18,3,51450,36240,78,149,4,36
"291",291,1,12,2,35250,15750,78,387,2,55
"292",292,1,14,1,25950,15000,78,53,3,27
"293",293,1,15,1,25050,14250,78,24,3,24
"294",294,1,12,1,26700,12750,78,25,2,21
"295",295,1,8,1,24000,15750,78,476,1,58
"296",296,1,12,1,26850,15000,78,48,2,26
"297",297,2,12,1,23400,15300,78,209,2,48
"298",298,2,12,1,24600,13500,78,47,2,24
"299",299,2,15,1,32550,18000,78,6,3,25
"300",300,1,16,1,26550,15000,78,105,3,30
"301",301,1,12,1,31500,13500,78,7,2,22
"302",302,1,8,1,22350,15000,78,320,1,50
"303",303,1,12,2,35250,15750,78,281,2,52
"304",304,2,15,1,25800,13500,78,51,3,44
"305",305,1,12,2,30750,15750,77,317,2,48
"306",306,1,15,1,30750,16500,77,41,3,24
"307",307,1,16,3,50000,32490,77,264,3,45
"308",308,1,15,1,34500,18000,77,63,3,27
"309",309,1,15,1,26250,15750,77,38,3,26
"310",310,1,16,1,44875,21240,77,22,3,26
"311",311,2,12,1,22500,12000,77,63,2,39
"312",312,2,12,1,25650,14250,77,64,2,27
"313",313,2,12,1,21300,11250,77,0,2,20
"314",314,2,12,1,29850,13500,77,38,2,23
"315",315,2,12,1,34500,12150,77,4,2,20
"316",316,1,15,1,27750,15000,77,52,3,30
"317",317,1,12,1,27750,11550,77,12,2,21
"318",318,1,16,3,48750,21990,76,61,3,29
"319",319,1,15,1,43410,15750,76,12,3,24
"320",320,1,12,1,22050,15000,76,385,2,53
"321",321,2,12,1,22050,12000,76,6,2,36
"322",322,2,12,1,22500,14250,76,90,2,52
"323",323,2,15,1,25500,12000,76,7,3,23
"324",324,2,12,1,29160,15000,76,22,2,23
"325",325,2,8,1,16800,10200,76,76,1,55
"326",326,1,8,2,29550,15750,76,144,1,32
"327",327,1,12,1,26700,15750,76,18,2,25
"328",328,1,18,3,55000,32490,75,125,4,37
"329",329,1,18,3,62500,34980,75,74,4,32
"330",330,1,15,1,27300,17250,75,132,3,31
"331",331,2,12,1,24450,12000,75,144,2,48
"332",332,2,16,1,33000,18000,75,26,3,26
"333",333,2,15,1,37050,18000,75,5,3,25
"334",334,2,12,1,24450,10950,75,32,2,24
"335",335,1,8,2,31950,15750,74,408,1,60
"336",336,1,16,3,47250,21240,74,45,3,26
"337",337,2,12,1,26100,11550,74,2,2,20
"338",338,2,8,1,15900,10200,74,43,1,52
"339",339,2,8,1,23700,10650,74,281,1,47
"340",340,2,8,1,21750,12450,74,318,1,56
"341",341,1,12,3,59400,33750,74,272,2,45
"342",342,2,12,1,24450,14250,74,117,2,42
"343",343,1,16,3,103500,60000,73,150,3,37
"344",344,1,12,1,35700,16500,73,72,2,26
"345",345,2,12,1,22200,16500,73,7,2,21
"346",346,2,15,1,22950,13950,73,22,3,22
"347",347,2,12,1,23100,12000,73,228,2,46
"348",348,2,16,3,56750,30000,73,15,3,28
"349",349,2,17,1,29100,12750,73,375,4,52
"350",350,2,12,1,37650,15750,73,132,2,51
"351",351,2,12,1,27900,13500,73,32,2,24
"352",352,2,8,1,21150,12000,73,159,1,56
"353",353,1,12,2,31200,15750,73,155,2,35
"354",354,2,12,1,20550,11250,73,154,2,44
"355",355,1,15,1,25950,17250,72,83,3,29
"356",356,1,15,1,28350,15000,72,48,3,24
"357",357,2,8,1,17700,10200,72,184,1,58
"358",358,2,15,1,23550,13500,72,49,3,46
"359",359,2,12,1,19950,10200,72,56,2,49
"360",360,2,12,1,29400,15300,72,30,2,22
"361",361,2,12,1,28800,13950,72,18,2,24
"362",362,2,8,1,16950,10200,72,319,1,53
"363",363,1,16,1,35700,18000,72,138,3,36
"364",364,2,12,1,17400,10200,72,116,2,43
"365",365,2,8,1,21450,10200,72,194,1,41
"366",366,2,12,1,24750,12000,72,68,2,29
"367",367,2,12,1,16950,10200,72,271,2,48
"368",368,2,12,1,26100,13500,72,169,2,47
"369",369,1,14,1,28050,15000,71,15,3,22
"370",370,2,16,1,36600,18000,71,12,3,27
"371",371,2,16,3,58125,18000,71,11,3,24
"372",372,1,15,1,21300,15750,70,372,3,55
"373",373,1,12,1,22500,16500,70,216,2,40
"374",374,1,15,1,29400,15750,70,15,3,23
"375",375,1,12,1,27450,14700,70,41,2,23
"376",376,1,15,1,29850,15750,70,48,3,25
"377",377,1,15,1,25350,15750,70,56,3,24
"378",378,2,8,1,15750,10200,70,275,1,59
"379",379,2,8,1,19650,13050,70,102,1,52
"380",380,2,12,1,21000,13500,70,82,2,49
"381",381,1,17,1,27000,18000,70,192,4,44
"382",382,1,12,1,24000,15750,70,120,2,30
"383",383,1,17,3,78500,28740,70,67,4,29
"384",384,2,12,1,20850,13050,70,127,2,34
"385",385,1,12,2,30000,15750,69,348,2,59
"386",386,1,8,2,28500,15750,69,174,1,56
"387",387,1,19,3,65000,31980,69,74,4,25
"388",388,1,14,1,30150,16500,69,110,3,31
"389",389,1,19,3,66875,32490,69,81,4,31
"390",390,2,15,1,24150,13500,69,7,3,21
"391",391,2,12,1,24450,12450,69,12,2,21
"392",392,2,12,1,21600,12000,69,0,2,20
"393",393,2,12,1,27900,12450,69,0,2,21
"394",394,2,8,1,29100,12450,69,17,1,20
"395",395,2,12,1,22650,11250,69,2,2,20
"396",396,2,12,1,20850,11250,69,0,2,20
"397",397,2,12,1,22950,12300,69,5,2,20
"398",398,2,12,1,30600,12450,69,5,2,19
"399",399,2,12,1,20400,11250,69,0,2,20
"400",400,2,12,1,23850,12750,69,20,2,21
"401",401,2,12,1,22800,11250,69,0,2,20
"402",402,2,12,1,20700,11250,69,2,2,20
"403",403,2,12,1,21300,11250,69,3,2,20
"404",404,2,12,1,24300,15000,69,121,2,37
"405",405,2,12,1,19650,13950,69,133,2,46
"406",406,1,17,3,60000,32490,68,17,4,24
"407",407,1,15,1,30300,15750,68,55,3,24
"408",408,1,19,3,61250,33000,68,9,4,26
"409",409,1,19,1,36000,19500,68,21,4,27
"410",410,2,8,1,25200,18750,68,344,1,48
"411",411,2,12,1,16200,10200,68,180,2,59
"412",412,2,12,1,22800,11250,68,2,2,20
"413",413,2,16,3,43500,19500,68,11,3,24
"414",414,1,8,2,30300,15750,68,155,1,29
"415",415,1,15,1,31950,15750,68,70,3,27
"416",416,1,15,1,35250,13500,67,6,3,25
"417",417,1,15,1,37800,15000,67,36,3,23
"418",418,1,15,1,31200,15750,67,46,3,25
"419",419,1,15,1,29400,16500,67,68,3,25
"420",420,1,19,3,70000,35040,67,75,4,33
"421",421,1,15,1,33900,15750,67,96,3,28
"422",422,1,15,1,27150,16500,67,78,3,27
"423",423,2,12,1,22200,13800,67,196,2,54
"424",424,2,15,1,31350,11100,67,47,3,24
"425",425,2,12,1,20850,13500,67,181,2,48
"426",426,1,16,1,33300,17490,67,120,3,37
"427",427,1,8,1,26250,16050,67,97,1,48
"428",428,1,15,1,31950,15750,67,58,3,26
"429",429,1,8,2,30000,15750,67,305,1,44
"430",430,1,19,3,66250,34980,67,99,4,34
"431",431,1,18,3,86250,45000,66,50,4,31
"432",432,1,12,1,30750,15000,66,56,2,26
"433",433,1,12,1,33540,15750,66,47,2,23
"434",434,1,16,1,34950,20250,66,55,3,NA
"435",435,1,15,1,40350,16500,66,80,3,26
"436",436,1,12,1,30270,15750,66,80,2,25
"437",437,1,8,1,26250,16050,66,264,1,57
"438",438,1,15,1,32400,15000,66,64,3,25
"439",439,2,12,1,20400,11250,66,0,2,20
"440",440,2,8,1,24150,12750,66,96,1,42
"441",441,2,15,1,23850,13500,66,122,3,41
"442",442,2,12,1,29700,13500,66,26,2,21
"443",443,2,8,1,21600,13500,66,228,1,61
"444",444,2,12,1,24450,15750,66,87,2,28
"445",445,1,15,1,28050,16500,66,84,3,27
"446",446,1,16,3,100000,44100,66,128,3,32
"447",447,1,15,1,49000,20550,66,86,3,29
"448",448,2,12,1,16350,10200,66,163,2,57
"449",449,1,16,3,70000,21750,65,19,3,24
"450",450,1,19,3,55000,34980,65,129,4,36
"451",451,1,15,1,28500,14250,65,20,3,21
"452",452,1,12,1,28800,18000,65,210,2,37
"453",453,1,15,1,24450,15750,65,338,3,60
"454",454,1,19,3,90625,31250,65,18,4,25
"455",455,1,16,3,43650,19500,65,19,3,26
"456",456,1,19,3,75000,42510,65,54,4,30
"457",457,1,15,1,31650,14250,65,10,3,22
"458",458,1,19,3,61875,28740,65,26,4,25
"459",459,2,12,1,21750,11250,65,0,2,19
"460",460,2,12,1,22500,12750,65,24,2,21
"461",461,2,8,1,21600,13500,65,173,1,46
"462",462,2,16,3,34410,19500,65,79,3,26
"463",463,2,15,1,20700,14250,65,241,3,55
"464",464,1,19,3,47550,33000,64,27,4,28
"465",465,1,12,1,33900,16500,64,106,2,28
"466",466,2,12,1,23400,13500,64,198,2,42
"467",467,2,16,1,32850,19500,64,20,3,23
"468",468,2,16,3,55750,19980,64,36,3,24
"469",469,2,15,1,25200,13950,64,57,3,26
"470",470,1,12,1,26250,15750,64,69,2,26
"471",471,1,15,1,26400,15750,64,32,3,24
"472",472,1,15,1,39150,15750,63,46,3,24
"473",473,2,12,1,21450,12750,63,139,2,52
"474",474,2,12,1,29400,14250,63,9,2,21
